ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-507-1-1,psi,Proto-Siouan,,sio,507,"owl (1), moth",*(wa-)ąhpó•ka,,
pch-507-1-1,pch,Proto-Crow-Hidatsa,,,507,"owl (1), moth",*pó•ka (?),,
pmv-507-1-1,pmv,Proto-Mississipi-Valley,,,507,"owl (1), moth",*(wa-)hpóka (?),,
cr-507-1-1,cr,Crow,crow1244,cro,507,"owl (1), moth",póopahta,gg[53],
hi-507-1-1,hi,Hidatsa,hida1246,hid,507,"owl (1), moth",apó•ka,awj,
ma-507-1-1,ma,Mandan,mand1446,mhq,507,"owl (1), moth",wąpákokoka,rh[270],
ma-507-1-2,ma,Mandan,mand1446,mhq,507,"owl (1), moth",pá•šošo•hka,c,
pwc-507-1-1,pwc,Proto-Hoocąk-Chiwere,,,507,"owl (1), moth",*pho-,,
pdh-507-1-1,pdh,Proto-Dhegiha,,,507,"owl (1), moth",*wahpǫ́ka,,
pbo-507-1-1,pbo,Proto-Biloxi-Ofo,,,507,"owl (1), moth",*ąphó-,,
la-507-1-1,la,Lakota,lako1247,lkt,507,"owl (1), moth",popótka,eb[445a],
la-507-1-2,la,Lakota,lako1247,lkt,507,"owl (1), moth",popótka,,
ch-507-1-1,ch,Chiwere,iowa1245,iow,507,"owl (1), moth",phóxliįñe,gmsf,
wi-507-1-1,wi,Hoocąk,hoch1243,win,507,"owl (1), moth",hąąpók,km[768],
wi-507-1-2,wi,Hoocąk,hoch1243,win,507,"owl (1), moth",hąąpok,km[767],
wi-507-1-3,wi,Hoocąk,hoch1243,win,507,"owl (1), moth",hąąpógnįk,,
wi-507-1-4,wi,Hoocąk,hoch1243,win,507,"owl (1), moth","hąąpok, hąąpokįk",,
op-507-1-1,op,Omaha-Ponca,omah1247,oma,507,"owl (1), moth",wapúgahahada,lf[105];fontaine,
ks-507-1-1,ks,Kanza/Kaw,kans1243,ksk,507,"owl (1), moth",wappǫ́ga,rr,
ks-507-1-2,ks,Kanza/Kaw,kans1243,ksk,507,"owl (1), moth",giyą́ wappǫ́ga,jod,
os-507-1-1,os,Osage,osag1243,osa,507,"owl (1), moth",wap̣óga,lf[198b],
qu-507-1-1,qu,Quapaw,quap1242,qua,507,"owl (1), moth",wappǫ́ka,rr,
bi-507-1-1,bi,Biloxi,bilo1248,bll,507,"owl (1), moth","podádĕ, pódadi, podi, pâ´di",ds[247a],
of-507-1-1,of,Ofo,ofoo1242,ofo,507,"owl (1), moth",ạphó,ds[321a],
of-507-2-1,of,Ofo,ofoo1242,ofo,507,"owl (1), moth","ạphó nạgí, aᵐphónạkĭ",ds[321a],
