ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-251-1-1,psi,Proto-Siouan,,sio,251,split (9),*ša,,
hi-251-1-1,hi,Hidatsa,hida1246,hid,251,split (9),"-ša, kirak-",j,
hi-251-1-2,hi,Hidatsa,hida1246,hid,251,split (9),šáša,wm,
pda-251-1-1,pda,Proto-Dakota,,,251,split (9),*žá,,
la-251-1-1,la,Lakota,lako1247,lkt,251,split (9),"ža, yawá-",b[630b],
la-251-1-2,la,Lakota,lako1247,lkt,251,split (9),"žá, ka-",b[278b],
la-251-1-3,la,Lakota,lako1247,lkt,251,split (9),"žá, na-",b[346b],
la-251-1-4,la,Lakota,lako1247,lkt,251,split (9),"ža, wayú-",b[569b],
la-251-1-5,la,Lakota,lako1247,lkt,251,split (9),"žáhą, ka-",ej,
la-251-1-6,la,Lakota,lako1247,lkt,251,split (9),kažáyA,ej,
da-251-1-1,da,Dakota,dako1258,dak,251,split (9),kaz´á,r[274a],
bi-251-1-1,bi,Biloxi,bilo1248,bll,251,split (9),dŭkŭtcá soⁿ´sa dutcatí,ds[214a],
bi-251-1-2,bi,Biloxi,bilo1248,bll,251,split (9),dûktcá ksá xtahó,ds[214a],
bi-251-1-3,bi,Biloxi,bilo1248,bll,251,split (9),duktcádi,ds[214a],
bi-251-1-4,bi,Biloxi,bilo1248,bll,251,split (9),dŭktcạ́ hutpĕ´,ds[214a],
