ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-700-1-1,psi,Proto-Siouan,,sio,700,hill,*-hé•,,
pmv-700-1-1,pmv,Proto-Mississipi-Valley,,,700,hill,*(a)hé,,
pse-700-1-1,pse,Proto-Southeastern,,,700,hill,*he•ki,,
pdh-700-1-1,pdh,Proto-Dhegiha,,,700,hill,*-ahé,,
pbo-700-1-1,pbo,Proto-Biloxi-Ofo,,,700,hill,*éki,,
la-700-1-1,la,Lakota,lako1247,lkt,700,hill,pahá,c,
ch-700-1-1,ch,Chiwere,iowa1245,iow,700,hill,ahé,marsh;jgt92[52],
ch-700-1-2,ch,Chiwere,iowa1245,iow,700,hill,óhe,jgt92[52],
op-700-1-1,op,Omaha-Ponca,omah1247,oma,700,hill,p̣ahé,lf[125a],
ks-700-1-1,ks,Kanza/Kaw,kans1243,ksk,700,hill,bahéšta,rr,
os-700-1-1,os,Osage,osag1243,osa,700,hill,p̣ahé,lf[125a],
bi-700-1-1,bi,Biloxi,bilo1248,bll,700,hill,"ĕktaⁿní, ĕktaⁿnihíxye",ds[191b],
of-700-1-1,of,Ofo,ofoo1242,ofo,700,hill,éki,ds[323],
of-700-1-2,of,Ofo,ofoo1242,ofo,700,hill,ékitoⁿ,,
tu-700-1-1,tu,Tutelo,tute1247,tta,700,hill,ohēki,h,
