ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
pmv-458-1-1,pmv,Proto-Mississipi-Valley,,,458,"quail, prairie chicken",*ši-o,,
pda-458-1-1,pda,Proto-Dakota,,,458,"quail, prairie chicken",*šiyó,,
pdh-458-1-1,pdh,Proto-Dhegiha,,,458,"quail, prairie chicken",*šiyó,,
la-458-1-1,la,Lakota,lako1247,lkt,458,"quail, prairie chicken",šiyó,b[403b],
da-458-1-1,da,Dakota,dako1258,dak,458,"quail, prairie chicken",šíyo,r[445b],
ch-458-1-1,ch,Chiwere,iowa1245,iow,458,"quail, prairie chicken",šo xą́ñe,marsh,
wi-458-1-1,wi,Hoocąk,hoch1243,win,458,"quail, prairie chicken",kšoo,km[1912],
wi-458-1-2,wi,Hoocąk,hoch1243,win,458,"quail, prairie chicken",kšoo,,
op-458-1-1,op,Omaha-Ponca,omah1247,oma,458,"quail, prairie chicken",šyu,jod,
ks-458-1-1,ks,Kanza/Kaw,kans1243,ksk,458,"quail, prairie chicken",šǘttaŋa,jod,
ks-458-1-2,ks,Kanza/Kaw,kans1243,ksk,458,"quail, prairie chicken",šǘšta,rr,
os-458-1-1,os,Osage,osag1243,osa,458,"quail, prairie chicken",ushiṭsithe,lf[175a],
os-458-1-2,os,Osage,osag1243,osa,458,"quail, prairie chicken",šǫhpáze,rr,
qu-458-1-1,qu,Quapaw,quap1242,qua,458,"quail, prairie chicken",šíšta,rr,
qu-458-1-2,qu,Quapaw,quap1242,qua,458,"quail, prairie chicken",šóšta,jod,
