ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-930-1-1,psi,Proto-Siouan,,sio,930,darkness (1),*hą́•,,
pch-930-1-1,pch,Proto-Crow-Hidatsa,,,930,darkness (1),*hahpV-,,
pma-930-1-1,pma,Pre-Mandan,,,930,darkness (1),*hą́•- (?),,
pmv-930-1-1,pmv,Proto-Mississipi-Valley,,,930,darkness (1),*hą́•,,
cr-930-1-1,cr,Crow,crow1244,cro,930,darkness (1),chihpashí,gg[36],
hi-930-1-1,hi,Hidatsa,hida1246,hid,930,darkness (1),háphe•hiša,j,
hi-930-2-1,hi,Hidatsa,hida1246,hid,930,darkness (1),ha’péṡa,wm,
ma-930-1-1,ma,Mandan,mand1446,mhq,930,darkness (1),hą́xurare,h[70],
pda-930-1-1,pda,Proto-Dakota,,,930,darkness (1),"*hą́-, *hąhépi",,
pwc-930-1-1,pwc,Proto-Hoocąk-Chiwere,,,930,darkness (1),*hą́•he,,
pdh-930-1-1,pdh,Proto-Dhegiha,,,930,darkness (1),*hą́,,
la-930-1-1,la,Lakota,lako1247,lkt,930,darkness (1),"hą́, hąhépi, hąyótu",,
la-930-1-2,la,Lakota,lako1247,lkt,930,darkness (1),hąʔíyoto,,
da-930-1-1,da,Dakota,dako1258,dak,930,darkness (1),haŋ,r[123a],
ya-930-1-1,ya,Yanktonai,dako1258,dak,930,darkness (1),haŋhépi,r[123a],
st-930-1-1,st,Stoney,ston1242,sto,930,darkness (1),hį́•hą,pas,
ch-930-1-1,ch,Chiwere,iowa1245,iow,930,darkness (1),hą́•he,rr,
wi-930-1-1,wi,Hoocąk,hoch1243,win,930,darkness (1),hąąhé,km[752],
wi-930-1-2,wi,Hoocąk,hoch1243,win,930,darkness (1),hąąhe,,
op-930-1-1,op,Omaha-Ponca,omah1247,oma,930,darkness (1),hą,rr,
ks-930-1-1,ks,Kanza/Kaw,kans1243,ksk,930,darkness (1),"hą́, hǫ́, hą́ye",rr,
os-930-1-1,os,Osage,osag1243,osa,930,darkness (1),hoⁿ,lf[63b],
qu-930-1-1,qu,Quapaw,quap1242,qua,930,darkness (1),"hą́, hǫ́",rr,
tu-930-1-1,tu,Tutelo,tute1247,tta,930,darkness (1),"usīhā, ohsīhā",h,
