ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-658-1-1,psi,Proto-Siouan,,sio,658,jaw,*ré•pa,,
pch-658-1-1,pch,Proto-Crow-Hidatsa,,,658,jaw,*ró•re•pa,,
pmv-658-1-1,pmv,Proto-Mississipi-Valley,,,658,jaw,*(i-)re•pa,,
cr-658-1-1,cr,Crow,crow1244,cro,658,jaw,dúuleepe,rg;gg[45];dec[70],
hi-658-1-1,hi,Hidatsa,hida1246,hid,658,jaw,ró•ro•pa,j,
hi-658-1-2,hi,Hidatsa,hida1246,hid,658,jaw,nó•ro•pa,,
ma-658-1-1,ma,Mandan,mand1446,mhq,658,jaw,ró•hu•pa,c,
pda-658-1-1,pda,Proto-Dakota,,,658,jaw,*čhehúpa,,
pwc-658-1-1,pwc,Proto-Hoocąk-Chiwere,,,658,jaw,*rá•pe,,
pdh-658-1-1,pdh,Proto-Dhegiha,,,658,jaw,*répa,,
la-658-1-1,la,Lakota,lako1247,lkt,658,jaw,čhehúpa,c,
da-658-1-1,da,Dakota,dako1258,dak,658,jaw,ćehúpa,r[98b],
ch-658-1-1,ch,Chiwere,iowa1245,iow,658,jaw,hí láwe,marsh,
ch-658-1-2,ch,Chiwere,iowa1245,iow,658,jaw,teeth holder,,
wi-658-1-1,wi,Hoocąk,hoch1243,win,658,jaw,ráap,km[2527],
wi-658-1-2,wi,Hoocąk,hoch1243,win,658,jaw,raap,jwe,
wi-658-1-3,wi,Hoocąk,hoch1243,win,658,jaw,hiiráp,,
wi-658-1-4,wi,Hoocąk,hoch1243,win,658,jaw,hirap,,
op-658-1-1,op,Omaha-Ponca,omah1247,oma,658,jaw,théba,flf[107],
ks-658-1-1,ks,Kanza/Kaw,kans1243,ksk,658,jaw,"yéba, yébahü, yeba wahü",rr,
os-658-1-1,os,Osage,osag1243,osa,658,jaw,théba,lf[143a],
qu-658-1-1,qu,Quapaw,quap1242,qua,658,jaw,díba wáhi,jod,
qu-658-1-2,qu,Quapaw,quap1242,qua,658,jaw,dibáhį,jod,
