ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-1199-1-1,psi,Proto-Siouan,,sio,1199,1st singular actor prefix (underlying),*wa-,,
pch-1199-1-1,pch,Proto-Crow-Hidatsa,,,1199,1st singular actor prefix (underlying),*wa,,
pmv-1199-1-1,pmv,Proto-Mississipi-Valley,,,1199,1st singular actor prefix (underlying),*wa-,,
pse-1199-1-1,pse,Proto-Southeastern,,,1199,1st singular actor prefix (underlying),*wa-,,
cr-1199-1-1,cr,Crow,crow1244,cro,1199,1st singular actor prefix (underlying),"ba-, baa-",rg,
hi-1199-1-1,hi,Hidatsa,hida1246,hid,1199,1st singular actor prefix (underlying),wa-,,
hi-1199-1-2,hi,Hidatsa,hida1246,hid,1199,1st singular actor prefix (underlying),ma-,,
ma-1199-1-1,ma,Mandan,mand1446,mhq,1199,1st singular actor prefix (underlying),wa-,c,
pda-1199-1-1,pda,Proto-Dakota,,,1199,1st singular actor prefix (underlying),*wa-,,
pwc-1199-1-1,pwc,Proto-Hoocąk-Chiwere,,,1199,1st singular actor prefix (underlying),*ha-,,
pdh-1199-1-1,pdh,Proto-Dhegiha,,,1199,1st singular actor prefix (underlying),*a-,,
la-1199-1-1,la,Lakota,lako1247,lkt,1199,1st singular actor prefix (underlying),wa-,,
da-1199-1-1,da,Dakota,dako1258,dak,1199,1st singular actor prefix (underlying),wa-,,
ch-1199-1-1,ch,Chiwere,iowa1245,iow,1199,1st singular actor prefix (underlying),ha-,rr,
wi-1199-1-1,wi,Hoocąk,hoch1243,win,1199,1st singular actor prefix (underlying),ha-,km;lk[22];susman[104],
wi-1199-1-2,wi,Hoocąk,hoch1243,win,1199,1st singular actor prefix (underlying),ha-,,
op-1199-1-1,op,Omaha-Ponca,omah1247,oma,1199,1st singular actor prefix (underlying),a-,,
ks-1199-1-1,ks,Kanza/Kaw,kans1243,ksk,1199,1st singular actor prefix (underlying),a-,,
os-1199-1-1,os,Osage,osag1243,osa,1199,1st singular actor prefix (underlying),a-,,
qu-1199-1-1,qu,Quapaw,quap1242,qua,1199,1st singular actor prefix (underlying),a-,,
of-1199-1-1,of,Ofo,ofoo1242,ofo,1199,1st singular actor prefix (underlying),ba-,,
tu-1199-1-1,tu,Tutelo,tute1247,tta,1199,1st singular actor prefix (underlying),wa-,,
