ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-482-1-1,psi,Proto-Siouan,,sio,482,point at,*sohe,,
pmv-482-1-1,pmv,Proto-Mississipi-Valley,,,482,point at,*-zo,,
ma-482-1-1,ma,Mandan,mand1446,mhq,482,point at,šóhoʔš,h[231],
ma-482-1-2,ma,Mandan,mand1446,mhq,482,point at,šóhe,h[232],
pwc-482-1-1,pwc,Proto-Hoocąk-Chiwere,,,482,point at,*-zo,,
pdh-482-1-1,pdh,Proto-Dhegiha,,,482,point at,*ápa-zo,,
la-482-1-1,la,Lakota,lako1247,lkt,482,point at,épazo,ej,
la-482-1-2,la,Lakota,lako1247,lkt,482,point at,pazó,ej,
ch-482-1-1,ch,Chiwere,iowa1245,iow,482,point at,-ðo,gmsf,
ch-482-1-2,ch,Chiwere,iowa1245,iow,482,point at,wílaðo,,
wi-482-1-1,wi,Hoocąk,hoch1243,win,482,point at,hogizózo,km[3991],
wi-482-1-2,wi,Hoocąk,hoch1243,win,482,point at,hogizozo,,
op-482-1-1,op,Omaha-Ponca,omah1247,oma,482,point at,ábaçu,,
ks-482-1-1,ks,Kanza/Kaw,kans1243,ksk,482,point at,ábazo,rr,
os-482-1-1,os,Osage,osag1243,osa,482,point at,ábaçu,lf[5a],
qu-482-1-1,qu,Quapaw,quap1242,qua,482,point at,ábazo,jod,
qu-482-1-2,qu,Quapaw,quap1242,qua,482,point at,íkazo,rr,
qu-482-1-3,qu,Quapaw,quap1242,qua,482,point at,dizó,rr,
