ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-288-1-1,psi,Proto-Siouan,,sio,288,"so, thus",*kų,,
pmv-288-1-1,pmv,Proto-Mississipi-Valley,,,288,"so, thus",*-kų,,
ca-288-1-1,ca,Catawba,cata1286,chc,288,"so, thus",kún,ks[224],
ca-288-1-2,ca,Catawba,cata1286,chc,288,"so, thus",kų-,ks[225],
ca-288-1-3,ca,Catawba,cata1286,chc,288,"so, thus",kų- {in} kúnkĕ,,
pwc-288-1-1,pwc,Proto-Hoocąk-Chiwere,,,288,"so, thus",*-kų,,
pdh-288-1-1,pdh,Proto-Dhegiha,,,288,"so, thus",*-kǫ,,
ch-288-1-1,ch,Chiwere,iowa1245,iow,288,"so, thus",-gų́ {in} igún,jgt92[1646],
wi-288-1-1,wi,Hoocąk,hoch1243,win,288,"so, thus",-gų́ {in} heegų́,km[468],
wi-288-1-2,wi,Hoocąk,hoch1243,win,288,"so, thus",-gų {in} hegų,km[468],
wi-288-1-3,wi,Hoocąk,hoch1243,win,288,"so, thus",-gų́ {in} higų́,km[309],
wi-288-1-4,wi,Hoocąk,hoch1243,win,288,"so, thus",-gų {in} higų,km[468],
wi-288-1-5,wi,Hoocąk,hoch1243,win,288,"so, thus",-gų́ {in} gaagų́,,
wi-288-1-6,wi,Hoocąk,hoch1243,win,288,"so, thus","-gų {in} gaagų, gaigų",,
wi-288-1-7,wi,Hoocąk,hoch1243,win,288,"so, thus",-gų́ {in} žeegų́,,
wi-288-1-8,wi,Hoocąk,hoch1243,win,288,"so, thus",-gų {in} žeegų,,
op-288-1-1,op,Omaha-Ponca,omah1247,oma,288,"so, thus",-gą {in} égą,jek,
op-288-1-2,op,Omaha-Ponca,omah1247,oma,288,"so, thus",-gą {in} X -gą,jek,
ks-288-1-1,ks,Kanza/Kaw,kans1243,ksk,288,"so, thus",-go {in} égo,rr,
ks-288-1-2,ks,Kanza/Kaw,kans1243,ksk,288,"so, thus",-gó {in} hagó,mr;jod;rr,
ks-288-1-3,ks,Kanza/Kaw,kans1243,ksk,288,"so, thus",-gó {in} gagó,rr,
ks-288-1-4,ks,Kanza/Kaw,kans1243,ksk,288,"so, thus","-go- {in} šégoną, šégonǫha",mr;rr,
os-288-1-1,os,Osage,osag1243,osa,288,"so, thus",-kǫ {in} e-goⁿ,lf[40b],
os-288-2-1,os,Osage,osag1243,osa,288,"so, thus",-kǫ {in} gá-goⁿ,lf[45a],
os-288-3-1,os,Osage,osag1243,osa,288,"so, thus",-kǫ {in} thé-goⁿ,lf[143b],
os-288-4-1,os,Osage,osag1243,osa,288,"so, thus",-kǫ {in} shé-goⁿ,lf[130b],
