ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-613-1-1,psi,Proto-Siouan,,sio,613,locative (6),*-ta,,
pch-613-1-1,pch,Proto-Crow-Hidatsa,,,613,locative (6),*ta,,
pmv-613-1-1,pmv,Proto-Mississipi-Valley,,,613,locative (6),*ta,,
ca-613-1-1,ca,Catawba,cata1286,chc,613,locative (6),tak,ks[48],
ca-613-1-2,ca,Catawba,cata1286,chc,613,locative (6),-tá•- {in} detá•ca,ks[248],
cr-613-1-1,cr,Crow,crow1244,cro,613,locative (6),sás-,rg,
hi-613-1-1,hi,Hidatsa,hida1246,hid,613,locative (6),-ta {in} táta,j,
hi-613-1-2,hi,Hidatsa,hida1246,hid,613,locative (6),-ta {in} -hkita,j,
hi-613-1-3,hi,Hidatsa,hida1246,hid,613,locative (6),-ta {in} ro•tá,j,
hi-613-1-4,hi,Hidatsa,hida1246,hid,613,locative (6),no•tá,,
ma-613-1-1,ma,Mandan,mand1446,mhq,613,locative (6),-ta {in} tewé•ta,h[483],
ma-613-1-2,ma,Mandan,mand1446,mhq,613,locative (6),təwéta,,
ma-613-2-1,ma,Mandan,mand1446,mhq,613,locative (6),-ta {in} té•hąta,h[483],
ma-613-2-2,ma,Mandan,mand1446,mhq,613,locative (6),téhąta,h[484],
ma-613-2-3,ma,Mandan,mand1446,mhq,613,locative (6),-ta,h[484],
ma-613-2-4,ma,Mandan,mand1446,mhq,613,locative (6),-ta {in} wą́ʔąkta,h[484],
ma-613-2-5,ma,Mandan,mand1446,mhq,613,locative (6),-ta,,
ma-613-2-6,ma,Mandan,mand1446,mhq,613,locative (6),-ta {in} íhta,,
ma-613-2-7,ma,Mandan,mand1446,mhq,613,locative (6),-ta,,
ma-613-2-8,ma,Mandan,mand1446,mhq,613,locative (6),-ta {in} wirį́ta,,
pwc-613-1-1,pwc,Proto-Hoocąk-Chiwere,,,613,locative (6),*-ta,,
pdh-613-1-1,pdh,Proto-Dhegiha,,,613,locative (6),*-ta,,
ch-613-1-1,ch,Chiwere,iowa1245,iow,613,locative (6),ą-da,jgt92[606],
ch-613-1-2,ch,Chiwere,iowa1245,iow,613,locative (6),-ta,lwr;jgt92[782],
ch-613-1-3,ch,Chiwere,iowa1245,iow,613,locative (6),-ta {in} éda/ éta,jgt92[1260],
ch-613-1-4,ch,Chiwere,iowa1245,iow,613,locative (6),-da-,lwr;jgt92[906],
ch-613-1-5,ch,Chiwere,iowa1245,iow,613,locative (6),-da- {in} hádare,jgt92[924],
ch-613-1-6,ch,Chiwere,iowa1245,iow,613,locative (6),-ta,jgt92[915],
ch-613-1-7,ch,Chiwere,iowa1245,iow,613,locative (6),-ta {in} gáda/ káta,jgt92[1148],
ch-613-1-8,ch,Chiwere,iowa1245,iow,613,locative (6),-da,jgt92[3194],
ch-613-1-9,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} gáreda,jgt92[3197],
ch-613-1-10,ch,Chiwere,iowa1245,iow,613,locative (6),-da,jgt92[3198],
ch-613-1-11,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} gída/ ga ída,jgt92[3199],
ch-613-1-12,ch,Chiwere,iowa1245,iow,613,locative (6),-da,jgt92[3411],
ch-613-1-13,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} gósida/ góshida,jgt92[3438],
ch-613-1-14,ch,Chiwere,iowa1245,iow,613,locative (6),-da,dor;jgt92[3783],
ch-613-1-15,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} róda [ra + u + da],jgt92[3810],
ch-613-1-16,ch,Chiwere,iowa1245,iow,613,locative (6),-da-,lwr[29];lwr[75],
ch-613-1-17,ch,Chiwere,iowa1245,iow,613,locative (6),-da- {in} ródagi,,
ch-613-1-18,ch,Chiwere,iowa1245,iow,613,locative (6),-da-,,
ch-613-1-19,ch,Chiwere,iowa1245,iow,613,locative (6),-da- {in} ródagun,,
ch-613-1-20,ch,Chiwere,iowa1245,iow,613,locative (6),-da-,,
ch-613-1-21,ch,Chiwere,iowa1245,iow,613,locative (6),-da- {in} ródawa,,
ch-613-1-22,ch,Chiwere,iowa1245,iow,613,locative (6),-da,,
ch-613-1-23,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} séda/ shéda,,
ch-613-1-24,ch,Chiwere,iowa1245,iow,613,locative (6),-da,,
ch-613-1-25,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} sgéda/ shgéda/ shkéda,,
ch-613-1-26,ch,Chiwere,iowa1245,iow,613,locative (6),-da-,,
ch-613-1-27,ch,Chiwere,iowa1245,iow,613,locative (6),-da- {in} tandáwa/tanwá,,
ch-613-1-28,ch,Chiwere,iowa1245,iow,613,locative (6),-da,,
ch-613-1-29,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} tátanda,,
ch-613-1-30,ch,Chiwere,iowa1245,iow,613,locative (6),-da,,
ch-613-1-31,ch,Chiwere,iowa1245,iow,613,locative (6),-da {in} tatãnda/tatãda,,
wi-613-1-1,wi,Hoocąk,hoch1243,win,613,locative (6),-ja {in} cį́įja,km[256],
wi-613-1-2,wi,Hoocąk,hoch1243,win,613,locative (6),ja {in} hacįįja,km[298],
wi-613-1-3,wi,Hoocąk,hoch1243,win,613,locative (6),-ja {in} éeja,km[892],
wi-613-1-4,wi,Hoocąk,hoch1243,win,613,locative (6),ja {in} eeja,km[454],
wi-613-1-5,wi,Hoocąk,hoch1243,win,613,locative (6),-já {in} hijá,,
wi-613-1-6,wi,Hoocąk,hoch1243,win,613,locative (6),ja {in} hija,,
wi-613-1-7,wi,Hoocąk,hoch1243,win,613,locative (6),-já {in} goojá,,
wi-613-1-8,wi,Hoocąk,hoch1243,win,613,locative (6),ja {in} gooja,,
ks-613-1-1,ks,Kanza/Kaw,kans1243,ksk,613,locative (6),-da {in} mą́da,jod;rr,
ks-613-1-2,ks,Kanza/Kaw,kans1243,ksk,613,locative (6),-da {in} góda,rr,
ks-613-1-3,ks,Kanza/Kaw,kans1243,ksk,613,locative (6),-da- {in} gódaha,rr,
os-613-1-1,os,Osage,osag1243,osa,613,locative (6),-da {in} dó-da,lf[37b],
os-613-2-1,os,Osage,osag1243,osa,613,locative (6),-dá {in} hiⁿ-dá,lf[60b],
os-613-3-1,os,Osage,osag1243,osa,613,locative (6),-da {in} góda,lf[53a],
os-613-4-1,os,Osage,osag1243,osa,613,locative (6),-da {in} gó-da toⁿ,lf[53a],
qu-613-1-1,qu,Quapaw,quap1242,qua,613,locative (6),imą́-tta,rr,
