ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-1016-1-1,psi,Proto-Siouan,,sio,1016,buttocks (1),*rį́te,,
pmv-1016-1-1,pmv,Proto-Mississipi-Valley,,,1016,buttocks (1),*nį́te,,
hi-1016-1-1,hi,Hidatsa,hida1246,hid,1016,buttocks (1),ipí•ti,j,
ma-1016-1-1,ma,Mandan,mand1446,mhq,1016,buttocks (1),rį́ta,h[184],
pda-1016-1-1,pda,Proto-Dakota,,,1016,buttocks (1),*nįté,,
pdh-1016-1-1,pdh,Proto-Dhegiha,,,1016,buttocks (1),*nį́te,,
la-1016-1-1,la,Lakota,lako1247,lkt,1016,buttocks (1),nité,b[363b],
da-1016-1-1,da,Dakota,dako1258,dak,1016,buttocks (1),nité,r[341b],
op-1016-1-1,op,Omaha-Ponca,omah1247,oma,1016,buttocks (1),níde,,
ks-1016-1-1,ks,Kanza/Kaw,kans1243,ksk,1016,buttocks (1),nį́ǰe,rr,
os-1016-1-1,os,Osage,osag1243,osa,1016,buttocks (1),nídse,lf[106b],
qu-1016-1-1,qu,Quapaw,quap1242,qua,1016,buttocks (1),nį́tte,rr,
bi-1016-1-1,bi,Biloxi,bilo1248,bll,1016,buttocks (1),"nindí, nindiyaⁿ",ds[237b],
