ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
pca-1132-1-1,pca,Proto-Catawba,,,1132,basket,*tus,,
pmv-1132-1-1,pmv,Proto-Mississipi-Valley,,,1132,basket,*htá•ška,,
pse-1132-1-1,pse,Proto-Southeastern,,,1132,basket,*ta•ska,,
ca-1132-1-1,ca,Catawba,cata1286,chc,1132,basket,"tus, itus",sp,
wo-1132-1-1,wo,Woccon,wocc1242,xwc,1132,basket,Tooseawau,lawson,
pwc-1132-1-1,pwc,Proto-Hoocąk-Chiwere,,,1132,basket,*thá•ške-hu,,
pdh-1132-1-1,pdh,Proto-Dhegiha,,,1132,basket,*htáška,,
pbo-1132-1-1,pbo,Proto-Biloxi-Ofo,,,1132,basket,*-ta•ska,,
ch-1132-1-1,ch,Chiwere,iowa1245,iow,1132,basket,thášku,marsh,
wi-1132-1-1,wi,Hoocąk,hoch1243,win,1132,basket,čaašgégu,km[146],
wi-1132-1-2,wi,Hoocąk,hoch1243,win,1132,basket,caašgegu,,
op-1132-1-1,op,Omaha-Ponca,omah1247,oma,1132,basket,ttáška hí,c,
ks-1132-1-1,ks,Kanza/Kaw,kans1243,ksk,1132,basket,ttáška hü,rr,
os-1132-1-1,os,Osage,osag1243,osa,1132,basket,ṭáshka hi,lf[138b],
qu-1132-1-1,qu,Quapaw,quap1242,qua,1132,basket,ttašká hi,jod,
bi-1132-1-1,bi,Biloxi,bilo1248,bll,1132,basket,"aⁿtaská, ndaská, ndásk",ds[178b],
bi-1132-1-2,bi,Biloxi,bilo1248,bll,1132,basket,nda•skaʔ,haas,
bi-1132-1-3,bi,Biloxi,bilo1248,bll,1132,basket,nda•skaʔ,swadesh,
of-1132-1-1,of,Ofo,ofoo1242,ofo,1132,basket,atipoⁿ´tuska,ds[322],
of-1132-1-2,of,Ofo,ofoo1242,ofo,1132,basket,ạtuphôⁿ´tuska,ds[322],
tu-1132-1-1,tu,Tutelo,tute1247,tta,1132,basket,taskahūi; tāskahōi,n;h,
