ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-637-1-1,psi,Proto-Siouan,,sio,637,laugh,*-xahe ~ *-xehe,,
pch-637-1-1,pch,Proto-Crow-Hidatsa,,,637,laugh,*khá•,,
pmv-637-1-1,pmv,Proto-Mississipi-Valley,,,637,laugh,*í_(k)xa,,
pse-637-1-1,pse,Proto-Southeastern,,,637,laugh,*axéhe ~ *įkxehe (?),,
ca-637-1-1,ca,Catawba,cata1286,chc,637,laugh,haha,ks,
ca-637-1-2,ca,Catawba,cata1286,chc,637,laugh,kaha,,
cr-637-1-1,cr,Crow,crow1244,cro,637,laugh,káa,rg;gg[50];dec[51],
hi-637-1-1,hi,Hidatsa,hida1246,hid,637,laugh,khá•,j,
ma-637-1-1,ma,Mandan,mand1446,mhq,637,laugh,í_kxąh,h[126],
pda-637-1-1,pda,Proto-Dakota,,,637,laugh,*i_xá,,
pwc-637-1-1,pwc,Proto-Hoocąk-Chiwere,,,637,laugh,*ikšá,,
pdh-637-1-1,pdh,Proto-Dhegiha,,,637,laugh,*í_xa,,
la-637-1-1,la,Lakota,lako1247,lkt,637,laugh,ixá,c,
da-637-1-1,da,Dakota,dako1258,dak,637,laugh,iḣá,r[190b],
st-637-1-1,st,Stoney,ston1242,sto,637,laugh,į́xa,pas,
ch-637-1-1,ch,Chiwere,iowa1245,iow,637,laugh,iʔsá,lwr,
ch-637-1-2,ch,Chiwere,iowa1245,iow,637,laugh,ʔiʔsá,rr,
wi-637-1-1,wi,Hoocąk,hoch1243,win,637,laugh,hikšá,km[947],
wi-637-1-2,wi,Hoocąk,hoch1243,win,637,laugh,hikša,,
op-637-1-1,op,Omaha-Ponca,omah1247,oma,637,laugh,í_xa,rr,
ks-637-1-1,ks,Kanza/Kaw,kans1243,ksk,637,laugh,í_xa,rr,
os-637-1-1,os,Osage,osag1243,osa,637,laugh,íxa,lf[81b],
qu-637-1-1,qu,Quapaw,quap1242,qua,637,laugh,í_xa,rr,
bi-637-1-1,bi,Biloxi,bilo1248,bll,637,laugh,"háxahĕ, iñkxihí, iⁿkxihi",ds[218b],
of-637-1-1,of,Ofo,ofoo1242,ofo,637,laugh,ashehi,ds[321b],
of-637-1-2,of,Ofo,ofoo1242,ofo,637,laugh,"iⁿshéhi, iⁿshehí",ds[321b],
tu-637-1-1,tu,Tutelo,tute1247,tta,637,laugh,īñkçē; inksēha,n;h,
tu-637-1-2,tu,Tutelo,tute1247,tta,637,laugh,iñkcéha,jod,
