ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-1124-1-1,psi,Proto-Siouan,,sio,1124,bear > grizzly,*wąthó,,
pmv-1124-1-1,pmv,Proto-Mississipi-Valley,,,1124,bear > grizzly,*mąthó,,
pse-1124-1-1,pse,Proto-Southeastern,,,1124,bear > grizzly,*mų́•thi,,
ma-1124-1-1,ma,Mandan,mand1446,mhq,1124,bear > grizzly,wątóʔ,c,
pda-1124-1-1,pda,Proto-Dakota,,,1124,bear > grizzly,*mąthó,,
pwc-1124-1-1,pwc,Proto-Hoocąk-Chiwere,,,1124,bear > grizzly,*mąthó,,
pdh-1124-1-1,pdh,Proto-Dhegiha,,,1124,bear > grizzly,*mąthó,,
la-1124-1-1,la,Lakota,lako1247,lkt,1124,bear > grizzly,mąthó,b[334a];c;ej,
da-1124-1-1,da,Dakota,dako1258,dak,1124,bear > grizzly,mató,r[309a],
ch-1124-1-1,ch,Chiwere,iowa1245,iow,1124,bear > grizzly,mąthó,c,
wi-1124-1-1,wi,Hoocąk,hoch1243,win,1124,bear > grizzly,mąčó,km[2058],
wi-1124-1-2,wi,Hoocąk,hoch1243,win,1124,bear > grizzly,mąąco,,
op-1124-1-1,op,Omaha-Ponca,omah1247,oma,1124,bear > grizzly,mąčhó,c,
op-1124-1-2,op,Omaha-Ponca,omah1247,oma,1124,bear > grizzly,mąthó,rr,
ks-1124-1-1,ks,Kanza/Kaw,kans1243,ksk,1124,bear > grizzly,mičhó,rr,
os-1124-1-1,os,Osage,osag1243,osa,1124,bear > grizzly,mįchó,rr,
qu-1124-1-1,qu,Quapaw,quap1242,qua,1124,bear > grizzly,mąthó ~ mąčhó,rr,
of-1124-1-1,of,Ofo,ofoo1242,ofo,1124,bear > grizzly,"uⁿthi, ū´nthi",ds[331b];ssf,
tu-1124-1-1,tu,Tutelo,tute1247,tta,1124,bear > grizzly,hamų́•thih,mithun,
