ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-845-1-1,psi,Proto-Siouan,,sio,845,feather,*(wą•)šų́,,
pch-845-1-1,pch,Proto-Crow-Hidatsa,,,845,feather,*-šu,,
pmv-845-1-1,pmv,Proto-Mississipi-Valley,,,845,feather,*šų́,,
cr-845-1-1,cr,Crow,crow1244,cro,845,feather,báašu,rg,
hi-845-1-1,hi,Hidatsa,hida1246,hid,845,feather,išú,j,
ma-845-1-1,ma,Mandan,mand1446,mhq,845,feather,síʔ,c,
pda-845-1-1,pda,Proto-Dakota,,,845,feather,*šų́,,
pwc-845-1-1,pwc,Proto-Hoocąk-Chiwere,,,845,feather,*mą́•šų,,
pdh-845-1-1,pdh,Proto-Dhegiha,,,845,feather,*mǫšǫ́,,
la-845-1-1,la,Lakota,lako1247,lkt,845,feather,šų́,c,
da-845-1-1,da,Dakota,dako1258,dak,845,feather,śuŋ,r[449b],
ch-845-1-1,ch,Chiwere,iowa1245,iow,845,feather,mą́sų,w[239a],
ch-845-1-2,ch,Chiwere,iowa1245,iow,845,feather,mą•šų́,rr,
wi-845-1-1,wi,Hoocąk,hoch1243,win,845,feather,mąąšų́ų,km[2030],
wi-845-1-2,wi,Hoocąk,hoch1243,win,845,feather,mąąšųų,,
op-845-1-1,op,Omaha-Ponca,omah1247,oma,845,feather,mǫ́šǫ,c,
ks-845-1-1,ks,Kanza/Kaw,kans1243,ksk,845,feather,mošó,rr,
os-845-1-1,os,Osage,osag1243,osa,845,feather,moⁿ´shoⁿ,lf[101b],
qu-845-1-1,qu,Quapaw,quap1242,qua,845,feather,mǫšǫ́,rr,
