ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-632-1-1,psi,Proto-Siouan,,sio,632,left (side or hand),*(i-)rátka,,
pch-632-1-1,pch,Proto-Crow-Hidatsa,,,632,left (side or hand),*i-ráhkiša,,
pmv-632-1-1,pmv,Proto-Mississipi-Valley,,,632,left (side or hand),*rátka,,
cr-632-1-1,cr,Crow,crow1244,cro,632,left (side or hand),iláhčisa,rg;gg[87];dec[64],
hi-632-1-1,hi,Hidatsa,hida1246,hid,632,left (side or hand),irahkiša,j,
pda-632-1-1,pda,Proto-Dakota,,,632,left (side or hand),*čha_tká,,
pwc-632-1-1,pwc,Proto-Hoocąk-Chiwere,,,632,left (side or hand),*rátke,,
pdh-632-1-1,pdh,Proto-Dhegiha,,,632,left (side or hand),*ráhta,,
la-632-1-1,la,Lakota,lako1247,lkt,632,left (side or hand),čhatká,c,
da-632-1-1,da,Dakota,dako1258,dak,632,left (side or hand),ćatká,r[96b],
st-632-1-1,st,Stoney,ston1242,sto,632,left (side or hand),čakta,headley,
ch-632-1-1,ch,Chiwere,iowa1245,iow,632,left (side or hand),a•ráhǰe,rr,
wi-632-1-1,wi,Hoocąk,hoch1243,win,632,left (side or hand),(hoi)ráčge,km[1318],
wi-632-1-2,wi,Hoocąk,hoch1243,win,632,left (side or hand),(hoi)racge,,
op-632-1-1,op,Omaha-Ponca,omah1247,oma,632,left (side or hand),tháta,sw[112],
ks-632-1-1,ks,Kanza/Kaw,kans1243,ksk,632,left (side or hand),yátta,rr,
os-632-1-1,os,Osage,osag1243,osa,632,left (side or hand),tháṭa,lf[288b],
qu-632-1-1,qu,Quapaw,quap1242,qua,632,left (side or hand),dátta,jod,
