ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-253-1-1,psi,Proto-Siouan,,sio,253,split (7),*-šakE,,
pch-253-1-1,pch,Proto-Crow-Hidatsa,,,253,split (7),*šakE,,
pmv-253-1-1,pmv,Proto-Mississipi-Valley,,,253,split (7),*-žákE,,
cr-253-1-1,cr,Crow,crow1244,cro,253,split (7),"-sachí, das-",gg[42],
cr-253-1-2,cr,Crow,crow1244,cro,253,split (7),"-ssachi, dú-",gg[44],
cr-253-1-3,cr,Crow,crow1244,cro,253,split (7),"-ssachi, pá-",gg[53],
cr-253-1-4,cr,Crow,crow1244,cro,253,split (7),"-ssachi, dá-",gg[42],
cr-253-1-5,cr,Crow,crow1244,cro,253,split (7),"-ttachi, dú-",gg[45],
cr-253-1-6,cr,Crow,crow1244,cro,253,split (7),"-ttachi, dá-",gg[43],
cr-253-1-7,cr,Crow,crow1244,cro,253,split (7),"-ttachi, alá-",gg[8],
cr-253-1-8,cr,Crow,crow1244,cro,253,split (7),"-ttachí, ala-",gg[8],
hi-253-1-1,hi,Hidatsa,hida1246,hid,253,split (7),"šakE, ná-",j,
hi-253-1-2,hi,Hidatsa,hida1246,hid,253,split (7),"šakE, ará-",j,
hi-253-1-3,hi,Hidatsa,hida1246,hid,253,split (7),"šakE, nák-",j,
hi-253-1-4,hi,Hidatsa,hida1246,hid,253,split (7),"šákE, ara-",j,
hi-253-1-5,hi,Hidatsa,hida1246,hid,253,split (7),"šakE, pá-",j,
hi-253-1-6,hi,Hidatsa,hida1246,hid,253,split (7),"šakE, há-",j,
hi-253-1-7,hi,Hidatsa,hida1246,hid,253,split (7),"šakE, nú-",j,
hi-253-1-8,hi,Hidatsa,hida1246,hid,253,split (7),"šakE, op-",j,
pda-253-1-1,pda,Proto-Dakota,,,253,split (7),*-žákA,,
pdh-253-1-1,pdh,Proto-Dhegiha,,,253,split (7),*-žáke,,
la-253-1-1,la,Lakota,lako1247,lkt,253,split (7),"žáka, yu-",b[640],
la-253-1-2,la,Lakota,lako1247,lkt,253,split (7),"žáka, ka-",b[279],
da-253-1-1,da,Dakota,dako1258,dak,253,split (7),z´áka,r[651a],
ch-253-1-1,ch,Chiwere,iowa1245,iow,253,split (7),wayáke,jgt92[88],
ks-253-1-1,ks,Kanza/Kaw,kans1243,ksk,253,split (7),bážage,rr,
ks-253-1-2,ks,Kanza/Kaw,kans1243,ksk,253,split (7),bažáge,rr,
ks-253-1-3,ks,Kanza/Kaw,kans1243,ksk,253,split (7),büžáge,rr,
ks-253-1-4,ks,Kanza/Kaw,kans1243,ksk,253,split (7),dážage,rr,
ks-253-1-5,ks,Kanza/Kaw,kans1243,ksk,253,split (7),gažáge,rr,
ks-253-1-6,ks,Kanza/Kaw,kans1243,ksk,253,split (7),yažáge,rr,
ks-253-1-7,ks,Kanza/Kaw,kans1243,ksk,253,split (7),yüžáge,rr,
qu-253-1-1,qu,Quapaw,quap1242,qua,253,split (7),dižáke,rr,
bi-253-1-1,bi,Biloxi,bilo1248,bll,253,split (7),"kdutcâ´ka, kdutcâ´ktcâká; ayáⁿ kdutcâ´ktcâká",bandd[261],
