ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
pmv-1109-1-1,pmv,Proto-Mississipi-Valley,,,1109,bend (5),*sʔį́,,
pwc-1109-1-1,pwc,Proto-Hoocąk-Chiwere,,,1109,bend (5),-sʔį́,,
pdh-1109-1-1,pdh,Proto-Dhegiha,,,1109,bend (5),*pasʔį́,,
la-1109-1-1,la,Lakota,lako1247,lkt,1109,bend (5),"-šʔį, ipú-",b[233b];ej,
la-1109-1-2,la,Lakota,lako1247,lkt,1109,bend (5),ipášʔį,ej,
la-1109-1-3,la,Lakota,lako1247,lkt,1109,bend (5),"-šʔį, opú-",b[403b];ej,
la-1109-1-4,la,Lakota,lako1247,lkt,1109,bend (5),opášʔį,ej,
la-1109-1-5,la,Lakota,lako1247,lkt,1109,bend (5),"-šʔį́, ka-",b[292a];ej,
la-1109-1-6,la,Lakota,lako1247,lkt,1109,bend (5),"-šʔį́šʔį, ya-",b[629a];ej,
la-1109-1-7,la,Lakota,lako1247,lkt,1109,bend (5),yašʔį́šʔį,,
la-1109-1-8,la,Lakota,lako1247,lkt,1109,bend (5),yušʔį́šʔį,,
ch-1109-1-1,ch,Chiwere,iowa1245,iow,1109,bend (5),waθʔį́,jdh,
wi-1109-1-1,wi,Hoocąk,hoch1243,win,1109,bend (5),"-sʔį́, wa-",km[3464],
wi-1109-1-2,wi,Hoocąk,hoch1243,win,1109,bend (5),was’į,,
ks-1109-1-1,ks,Kanza/Kaw,kans1243,ksk,1109,bend (5),bacʔį́,mr;jod;rr,
ks-1109-1-2,ks,Kanza/Kaw,kans1243,ksk,1109,bend (5),bacʔį́cʔį,rr,
ks-1109-1-3,ks,Kanza/Kaw,kans1243,ksk,1109,bend (5),babácʔį,rr,
ks-1109-1-4,ks,Kanza/Kaw,kans1243,ksk,1109,bend (5),bübácʔį,rr,
ks-1109-1-5,ks,Kanza/Kaw,kans1243,ksk,1109,bend (5),gabácʔį,rr,
ks-1109-1-6,ks,Kanza/Kaw,kans1243,ksk,1109,bend (5),nąbácʔį,jod,
ks-1109-1-7,ks,Kanza/Kaw,kans1243,ksk,1109,bend (5),yübácʔį,rr,
os-1109-1-1,os,Osage,osag1243,osa,1109,bend (5),baṭs’íⁿsha,lf[24b],
qu-1109-1-1,qu,Quapaw,quap1242,qua,1109,bend (5),díbasʔį́,rr,
