ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
pmv-357-1-1,pmv,Proto-Mississipi-Valley,,,357,shake > move (2),*šką,,
pda-357-1-1,pda,Proto-Dakota,,,357,shake > move (2),*šką,,
pwc-357-1-1,pwc,Proto-Hoocąk-Chiwere,,,357,shake > move (2),*šką,,
pdh-357-1-1,pdh,Proto-Dhegiha,,,357,shake > move (2),*šką,,
la-357-1-1,la,Lakota,lako1247,lkt,357,shake > move (2),"-šką, íoya-",b[229],
la-357-1-2,la,Lakota,lako1247,lkt,357,shake > move (2),"-šką, na-",b[816],
la-357-1-3,la,Lakota,lako1247,lkt,357,shake > move (2),"-šką́šką, ka-",b[290],
la-357-1-4,la,Lakota,lako1247,lkt,357,shake > move (2),"-šką́šką, ya-",b[628],
la-357-1-5,la,Lakota,lako1247,lkt,357,shake > move (2),"-šką́šką, yu-",b[651],
da-357-1-1,da,Dakota,dako1258,dak,357,shake > move (2),šką́,r[445b],
st-357-1-1,st,Stoney,ston1242,sto,357,shake > move (2),šką,pas,
ch-357-1-1,ch,Chiwere,iowa1245,iow,357,shake > move (2),šką́,marsh,
wi-357-1-1,wi,Hoocąk,hoch1243,win,357,shake > move (2),hoišgą́n̆e,km[1331],
wi-357-1-2,wi,Hoocąk,hoch1243,win,357,shake > move (2),hoišgąre,,
op-357-1-1,op,Omaha-Ponca,omah1247,oma,357,shake > move (2),škǫ́,c,
ks-357-1-1,ks,Kanza/Kaw,kans1243,ksk,357,shake > move (2),šką,rr,
os-357-1-1,os,Osage,osag1243,osa,357,shake > move (2),shkoⁿ,lf[132a],
qu-357-1-1,qu,Quapaw,quap1242,qua,357,shake > move (2),škǫ,jod,
