ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-350-1-1,psi,Proto-Siouan,,sio,350,shin,*i-rą́-kpe,,
pmv-350-1-1,pmv,Proto-Mississipi-Valley,,,350,shin,*i-rą́kpe,,
ca-350-1-1,ca,Catawba,cata1286,chc,350,shin,ipke•,fs,
pda-350-1-1,pda,Proto-Dakota,,,350,shin,*čhąkpé,,
pdh-350-1-1,pdh,Proto-Dhegiha,,,350,shin,*ną́xpe,,
la-350-1-1,la,Lakota,lako1247,lkt,350,shin,čhąkpé,c,
da-350-1-1,da,Dakota,dako1258,dak,350,shin,ćaŋkpé,r[89b],
ya-350-1-1,ya,Yanktonai,dako1258,dak,350,shin,ćaŋkpé,r[89b],
ch-350-1-1,ch,Chiwere,iowa1245,iow,350,shin,ną́gwe,marsh,
op-350-1-1,op,Omaha-Ponca,omah1247,oma,350,shin,noⁿxpéhi,sw[155],
ks-350-1-1,ks,Kanza/Kaw,kans1243,ksk,350,shin,náxpe,jod,
os-350-1-1,os,Osage,osag1243,osa,350,shin,noⁿ´xpehi,lf[118a],
bi-350-1-1,bi,Biloxi,bilo1248,bll,350,shin,"yukpĕ´, yukpeyaⁿ´",ds[296a],
