ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-1204-1-1,psi,Proto-Siouan,,sio,1204,1st inclusive actor prefix,*wąk- ~ *wą•k-,,
psi-1204-2-1,psi,Proto-Siouan,,sio,1204,1st inclusive actor prefix,*ų-,rr,
pmv-1204-1-1,pmv,Proto-Mississipi-Valley,,,1204,1st inclusive actor prefix,*wą(•)k-,,
pse-1204-1-1,pse,Proto-Southeastern,,,1204,1st inclusive actor prefix,*wąk-,,
pda-1204-1-1,pda,Proto-Dakota,,,1204,1st inclusive actor prefix,*ųk-,,
pdh-1204-1-1,pdh,Proto-Dhegiha,,,1204,1st inclusive actor prefix,*ąk- /__V; *ą- /__C,rr,
pbo-1204-1-1,pbo,Proto-Biloxi-Ofo,,,1204,1st inclusive actor prefix,*ąk-,,
la-1204-1-1,la,Lakota,lako1247,lkt,1204,1st inclusive actor prefix,ųk- ~ ų-,,
da-1204-1-1,da,Dakota,dako1258,dak,1204,1st inclusive actor prefix,ųk- ~ ų-,,
ch-1204-1-1,ch,Chiwere,iowa1245,iow,1204,1st inclusive actor prefix,hį•-,rr,
wi-1204-1-1,wi,Hoocąk,hoch1243,win,1204,1st inclusive actor prefix,hįį-,km[1142],
wi-1204-1-2,wi,Hoocąk,hoch1243,win,1204,1st inclusive actor prefix,hį-,susman[104],
wi-1204-1-3,wi,Hoocąk,hoch1243,win,1204,1st inclusive actor prefix,wąąg-,,
wi-1204-1-4,wi,Hoocąk,hoch1243,win,1204,1st inclusive actor prefix,wąąga-; wąąkha-,,
op-1204-1-1,op,Omaha-Ponca,omah1247,oma,1204,1st inclusive actor prefix,ąg- ~ ą-,,
ks-1204-1-1,ks,Kanza/Kaw,kans1243,ksk,1204,1st inclusive actor prefix,"ǫg- ~ ąg-, ǫ- ~ ą-",rr,
os-1204-1-1,os,Osage,osag1243,osa,1204,1st inclusive actor prefix,"oⁿg-, oⁿ-",lf,
os-1204-1-2,os,Osage,osag1243,osa,1204,1st inclusive actor prefix,"ąk-, ą-",cq,
qu-1204-1-1,qu,Quapaw,quap1242,qua,1204,1st inclusive actor prefix,"ǫk- ~ ąk-, ǫ ~ ą",rr;jod,
bi-1204-1-1,bi,Biloxi,bilo1248,bll,1204,1st inclusive actor prefix,"ûñk-, ñḳ-",ds[239a],
of-1204-1-1,of,Ofo,ofoo1242,ofo,1204,1st inclusive actor prefix,ǫ-,,
tu-1204-1-1,tu,Tutelo,tute1247,tta,1204,1st inclusive actor prefix,"mañk-, man-",h,
