ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-737-1-1,psi,Proto-Siouan,,sio,737,"hair, fur, feathers",*i-hį́• ~ *i-hį́,,
pch-737-1-1,pch,Proto-Crow-Hidatsa,,,737,"hair, fur, feathers",*ií < *ihí,,
pmv-737-1-1,pmv,Proto-Mississipi-Valley,,,737,"hair, fur, feathers",*hį́,,
pse-737-1-1,pse,Proto-Southeastern,,,737,"hair, fur, feathers",*i-hį́•,,
cr-737-1-1,cr,Crow,crow1244,cro,737,"hair, fur, feathers",ií,rg;gg[75],
hi-737-1-1,hi,Hidatsa,hida1246,hid,737,"hair, fur, feathers",ií,j,
ma-737-1-1,ma,Mandan,mand1446,mhq,737,"hair, fur, feathers",hį́,h[72],
ma-737-1-2,ma,Mandan,mand1446,mhq,737,"hair, fur, feathers",pahį́ʔ,c,
pda-737-1-1,pda,Proto-Dakota,,,737,"hair, fur, feathers",*hį́,,
pwc-737-1-1,pwc,Proto-Hoocąk-Chiwere,,,737,"hair, fur, feathers",*hį́•,,
pdh-737-1-1,pdh,Proto-Dhegiha,,,737,"hair, fur, feathers",*hį́,,
pbo-737-1-1,pbo,Proto-Biloxi-Ofo,,,737,"hair, fur, feathers",*i-hį́,,
la-737-1-1,la,Lakota,lako1247,lkt,737,"hair, fur, feathers",hį́,c,
da-737-1-1,da,Dakota,dako1258,dak,737,"hair, fur, feathers",hį́,pas,
ch-737-1-1,ch,Chiwere,iowa1245,iow,737,"hair, fur, feathers",hį́,w[235],
wi-737-1-1,wi,Hoocąk,hoch1243,win,737,"hair, fur, feathers",hį́į,km[1141],
wi-737-1-2,wi,Hoocąk,hoch1243,win,737,"hair, fur, feathers",hįį,,
op-737-1-1,op,Omaha-Ponca,omah1247,oma,737,"hair, fur, feathers",hiⁿ,sw[91],
ks-737-1-1,ks,Kanza/Kaw,kans1243,ksk,737,"hair, fur, feathers",hį́,rr,
os-737-1-1,os,Osage,osag1243,osa,737,"hair, fur, feathers",hiⁿ,lf[60a],
qu-737-1-1,qu,Quapaw,quap1242,qua,737,"hair, fur, feathers",hį́,rr,
bi-737-1-1,bi,Biloxi,bilo1248,bll,737,"hair, fur, feathers",hiⁿ,ds[198a],
bi-737-1-2,bi,Biloxi,bilo1248,bll,737,"hair, fur, feathers",ihiⁿ´yaⁿ,ds[198a],
bi-737-1-3,bi,Biloxi,bilo1248,bll,737,"hair, fur, feathers",ánahiⁿ,ds[198a],
bi-737-1-4,bi,Biloxi,bilo1248,bll,737,"hair, fur, feathers",anahęʔ,haas;swadesh,
of-737-1-1,of,Ofo,ofoo1242,ofo,737,"hair, fur, feathers","iⁿhí, ihí",ds[324a],
of-737-1-2,of,Ofo,ofoo1242,ofo,737,"hair, fur, feathers",apxā´hi,,
tu-737-1-1,tu,Tutelo,tute1247,tta,737,"hair, fur, feathers","yēhī, istihiōi",h,
