ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-921-1-1,psi,Proto-Siouan,,sio,921,"defecate, dung (1)",*-yé ~ *-ré,,
pch-921-1-1,pch,Proto-Crow-Hidatsa,,,921,"defecate, dung (1)",*é•ri,,
pma-921-1-1,pma,Pre-Mandan,,,921,"defecate, dung (1)",*e•re,,
pmv-921-1-1,pmv,Proto-Mississipi-Valley,,,921,"defecate, dung (1)",*yé,,
cr-921-1-1,cr,Crow,crow1244,cro,921,"defecate, dung (1)",éela,rg,
hi-921-1-1,hi,Hidatsa,hida1246,hid,921,"defecate, dung (1)",é•ri,j,
hi-921-1-2,hi,Hidatsa,hida1246,hid,921,"defecate, dung (1)",pé•ri,j,
ma-921-1-1,ma,Mandan,mand1446,mhq,921,"defecate, dung (1)",ehde,will,
ma-921-1-2,ma,Mandan,mand1446,mhq,921,"defecate, dung (1)",wéroʔš,h[284],
pda-921-1-1,pda,Proto-Dakota,,,921,"defecate, dung (1)",*čhé-,,
pwc-921-1-1,pwc,Proto-Hoocąk-Chiwere,,,921,"defecate, dung (1)",*yé•,,
pdh-921-1-1,pdh,Proto-Dhegiha,,,921,"defecate, dung (1)",*žé,,
pbo-921-1-1,pbo,Proto-Biloxi-Ofo,,,921,"defecate, dung (1)",*įre,,
la-921-1-1,la,Lakota,lako1247,lkt,921,"defecate, dung (1)",čhe_slí,c,
da-921-1-1,da,Dakota,dako1258,dak,921,"defecate, dung (1)",tacesdi,wm[55b],
ch-921-1-1,ch,Chiwere,iowa1245,iow,921,"defecate, dung (1)",yé,rr,
wi-921-1-1,wi,Hoocąk,hoch1243,win,921,"defecate, dung (1)",reesíri,km[2599],
wi-921-1-2,wi,Hoocąk,hoch1243,win,921,"defecate, dung (1)",reesiri,,
op-921-1-1,op,Omaha-Ponca,omah1247,oma,921,"defecate, dung (1)",žé,,
ks-921-1-1,ks,Kanza/Kaw,kans1243,ksk,921,"defecate, dung (1)",žé,rr,
qu-921-1-1,qu,Quapaw,quap1242,qua,921,"defecate, dung (1)",žé,rr,
bi-921-1-1,bi,Biloxi,bilo1248,bll,921,"defecate, dung (1)","iⁿdé, iⁿda",ds[202a],
of-921-1-1,of,Ofo,ofoo1242,ofo,921,"defecate, dung (1)",áⁿkindĕ,ds[322b],
