ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psc-1179-1-1,psc,Proto-Siouan-Catawba,,,1179,ache,*-re,,
psi-1179-1-1,psi,Proto-Siouan,,sio,1179,ache,*Ré-ʔE,,
pch-1179-1-1,pch,Proto-Crow-Hidatsa,,,1179,ache,*areʔ,,
pma-1179-1-1,pma,Pre-Mandan,,,1179,ache,*rąʔ-,,
pmv-1179-1-1,pmv,Proto-Mississipi-Valley,,,1179,ache,"*nį́-ʔE, *Ré",,
ca-1179-1-1,ca,Catawba,cata1286,chc,1179,ache,warepa,ks,
cr-1179-1-1,cr,Crow,crow1244,cro,1179,ache,aleé,rg;dec[100],
hi-1179-1-1,hi,Hidatsa,hida1246,hid,1179,ache,arÉʔ,j,
ma-1179-1-1,ma,Mandan,mand1446,mhq,1179,ache,rą́ʔroʔš,c,
pdh-1179-1-1,pdh,Proto-Dhegiha,,,1179,ache,*nįe,rr,
pbo-1179-1-1,pbo,Proto-Biloxi-Ofo,,,1179,ache,"*rehé(-ri), *(i-)ré",,
la-1179-1-1,la,Lakota,lako1247,lkt,1179,ache,ištániyą,b[236b],
la-1179-1-2,la,Lakota,lako1247,lkt,1179,ache,iśṫániyaƞ,b[236b],
la-1179-1-3,la,Lakota,lako1247,lkt,1179,ache,íniyą́,ej,
la-1179-1-4,la,Lakota,lako1247,lkt,1179,ache,iniyaƞ,ej,
la-1179-1-5,la,Lakota,lako1247,lkt,1179,ache,mapániyĄ,,
la-1179-1-6,la,Lakota,lako1247,lkt,1179,ache,paníyĄ,,
ch-1179-1-1,ch,Chiwere,iowa1245,iow,1179,ache,"ñį́•čʔe, ñį́•čhe",rr,
wi-1179-1-1,wi,Hoocąk,hoch1243,win,1179,ache,téek,km[3115],
wi-1179-1-2,wi,Hoocąk,hoch1243,win,1179,ache,teek,km[1532],
wi-1179-1-3,wi,Hoocąk,hoch1243,win,1179,ache,hoték,,
wi-1179-1-4,wi,Hoocąk,hoch1243,win,1179,ache,hotek,,
op-1179-1-1,op,Omaha-Ponca,omah1247,oma,1179,ache,nie gaxe,sw[98],
op-1179-1-2,op,Omaha-Ponca,omah1247,oma,1179,ache,ni_e,,
ks-1179-1-1,ks,Kanza/Kaw,kans1243,ksk,1179,ache,né,rr,
os-1179-1-1,os,Osage,osag1243,osa,1179,ache,"níe, nié",lf[107a],
qu-1179-1-1,qu,Quapaw,quap1242,qua,1179,ache,įde,rr,
qu-1179-1-2,qu,Quapaw,quap1242,qua,1179,ache,įté,jod,
bi-1179-1-1,bi,Biloxi,bilo1248,bll,1179,ache,"ne, nedí, nĕdí, n’dí, nédi",ds[234b],
of-1179-1-1,of,Ofo,ofoo1242,ofo,1179,ache,"ité, ī´te, éte",ds[324b];ssf,
of-1179-1-2,of,Ofo,ofoo1242,ofo,1179,ache,ạ́phaíte,,
