ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-453-1-1,psi,Proto-Siouan,,sio,453,rabbit,*wąšetįka (?),,
pmv-453-1-1,pmv,Proto-Mississipi-Valley,,,453,rabbit,*mąštį́ke ~ *mąštį́ka,,
ma-453-1-1,ma,Mandan,mand1446,mhq,453,rabbit,wą́•xtik,c,
pda-453-1-1,pda,Proto-Dakota,,,453,rabbit,*mąštį́ka,,
pwc-453-1-1,pwc,Proto-Hoocąk-Chiwere,,,453,rabbit,*-štį́ke,,
pdh-453-1-1,pdh,Proto-Dhegiha,,,453,rabbit,*mąštį́ka ~ *mąštį́ke,,
pbo-453-1-1,pbo,Proto-Biloxi-Ofo,,,453,rabbit,*ačhétka,,
la-453-1-1,la,Lakota,lako1247,lkt,453,rabbit,maštį́ča,c,
da-453-1-1,da,Dakota,dako1258,dak,453,rabbit,maṡtíŋća,r[309a],
st-453-1-1,st,Stoney,ston1242,sto,453,rabbit,maštíyą,pas,
sv-453-1-1,sv,Sioux Valley,,,453,rabbit,maštį́ča,pas,
ch-453-1-1,ch,Chiwere,iowa1245,iow,453,rabbit,mįščį́ŋe; mįščį́ʔxą́ñe,marsh,
wi-453-1-1,wi,Hoocąk,hoch1243,win,453,rabbit,wašǰį́k,km[3480],
wi-453-1-2,wi,Hoocąk,hoch1243,win,453,rabbit,wašjįk,,
om-453-1-1,om,Omaha,omah1247,oma,453,rabbit,mǫštį́ga,c,
pn-453-1-1,pn,Ponca,omah1247,oma,453,rabbit,mąščį́ge,rr,
ks-453-1-1,ks,Kanza/Kaw,kans1243,ksk,453,rabbit,mąščį́ge ~ mǫščį́ge,rr,
os-453-1-1,os,Osage,osag1243,osa,453,rabbit,mąšcį́ka,rr,
os-453-2-1,os,Osage,osag1243,osa,453,rabbit,moⁿshtiⁿge,lf[102a],
qu-453-1-1,qu,Quapaw,quap1242,qua,453,rabbit,mǫštį́ke,rr,
bi-453-1-1,bi,Biloxi,bilo1248,bll,453,rabbit,čɛtkaʔ,haas;swadesh,
bi-453-2-1,bi,Biloxi,bilo1248,bll,453,rabbit,tcĕtká,ds[262b],
of-453-1-1,of,Ofo,ofoo1242,ofo,453,rabbit,ačhétka,ds[321b],
of-453-1-2,of,Ofo,ofoo1242,ofo,453,rabbit,"ạtchétka, atchĕ´tka",,
