ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-88-1-1,psi,Proto-Siouan,,sio,88,"uncle, mother’s brother",*i-Ré•ki,,
pmv-88-1-1,pmv,Proto-Mississipi-Valley,,,88,"uncle, mother’s brother",*(i-)Ré•ki,,
pda-88-1-1,pda,Proto-Dakota,,,88,"uncle, mother’s brother",*Rekší,,
pwc-88-1-1,pwc,Proto-Hoocąk-Chiwere,,,88,"uncle, mother’s brother",*i-Ré•ka,,
pdh-88-1-1,pdh,Proto-Dhegiha,,,88,"uncle, mother’s brother",*iRéki,,
la-88-1-1,la,Lakota,lako1247,lkt,88,"uncle, mother’s brother",lekší,c,
da-88-1-1,da,Dakota,dako1258,dak,88,"uncle, mother’s brother",dekší,r[108],
st-88-1-1,st,Stoney,ston1242,sto,88,"uncle, mother’s brother",nekší,pas[665],
ch-88-1-1,ch,Chiwere,iowa1245,iow,88,"uncle, mother’s brother",iǰégą,marsh,
wi-88-1-1,wi,Hoocąk,hoch1243,win,88,"uncle, mother’s brother","téega, tegá",km[3110],
wi-88-1-2,wi,Hoocąk,hoch1243,win,88,"uncle, mother’s brother","teega, hitek",,
op-88-1-1,op,Omaha-Ponca,omah1247,oma,88,"uncle, mother’s brother",inégi,c,
ks-88-1-1,ks,Kanza/Kaw,kans1243,ksk,88,"uncle, mother’s brother",iǰégi,rr,
os-88-1-1,os,Osage,osag1243,osa,88,"uncle, mother’s brother",idségi,lf[70a],
qu-88-1-1,qu,Quapaw,quap1242,qua,88,"uncle, mother’s brother",ittéke,jod,
tu-88-1-1,tu,Tutelo,tute1247,tta,88,"uncle, mother’s brother",mi nēk’,h,
tu-88-1-2,tu,Tutelo,tute1247,tta,88,"uncle, mother’s brother",enēk’,hw,
