ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-1028-1-1,psi,Proto-Siouan,,sio,1028,"brother-in-law (2) wHuBr, wSiHu",*(i-)ší•kʔe,,
pch-1028-1-1,pch,Proto-Crow-Hidatsa,,,1028,"brother-in-law (2) wHuBr, wSiHu",*i-šikiša,,
pma-1028-1-1,pma,Pre-Mandan,,,1028,"brother-in-law (2) wHuBr, wSiHu",*sike,,
pmv-1028-1-1,pmv,Proto-Mississipi-Valley,,,1028,"brother-in-law (2) wHuBr, wSiHu",*(i-)ší•kʔe,,
cr-1028-1-1,cr,Crow,crow1244,cro,1028,"brother-in-law (2) wHuBr, wSiHu",iščitá,rg;gg[91];dec[23],
hi-1028-1-1,hi,Hidatsa,hida1246,hid,1028,"brother-in-law (2) wHuBr, wSiHu",išíkišaʻ,j,
ma-1028-1-1,ma,Mandan,mand1446,mhq,1028,"brother-in-law (2) wHuBr, wSiHu",kosíke,h[206],
pda-1028-1-1,pda,Proto-Dakota,,,1028,"brother-in-law (2) wHuBr, wSiHu",*šikʔé,,
pwc-1028-1-1,pwc,Proto-Hoocąk-Chiwere,,,1028,"brother-in-law (2) wHuBr, wSiHu",*ší•kʔe,,
pdh-1028-1-1,pdh,Proto-Dhegiha,,,1028,"brother-in-law (2) wHuBr, wSiHu",*išíkʔe,,
la-1028-1-1,la,Lakota,lako1247,lkt,1028,"brother-in-law (2) wHuBr, wSiHu",šičʔé,c,
st-1028-1-1,st,Stoney,ston1242,sto,1028,"brother-in-law (2) wHuBr, wSiHu",šičhé,pas,
st-1028-1-2,st,Stoney,ston1242,sto,1028,"brother-in-law (2) wHuBr, wSiHu",šičhe kču,pas,
ch-1028-1-1,ch,Chiwere,iowa1245,iow,1028,"brother-in-law (2) wHuBr, wSiHu",sikʔe,lwr[44],
ot-1028-1-1,ot,Otoe,iowa1245,iow,1028,"brother-in-law (2) wHuBr, wSiHu",i•šíkhe,rr,
wi-1028-1-1,wi,Hoocąk,hoch1243,win,1028,"brother-in-law (2) wHuBr, wSiHu","šiikʔé, hišikʔé",km[1079],
wi-1028-1-2,wi,Hoocąk,hoch1243,win,1028,"brother-in-law (2) wHuBr, wSiHu","šiik’e, hišik’e",,
op-1028-1-1,op,Omaha-Ponca,omah1247,oma,1028,"brother-in-law (2) wHuBr, wSiHu",šiʔe,jod,
ks-1028-1-1,ks,Kanza/Kaw,kans1243,ksk,1028,"brother-in-law (2) wHuBr, wSiHu",išíkʔe,rr,
os-1028-1-1,os,Osage,osag1243,osa,1028,"brother-in-law (2) wHuBr, wSiHu",ishíkʔe,lf[78a],
qu-1028-1-1,qu,Quapaw,quap1242,qua,1028,"brother-in-law (2) wHuBr, wSiHu",išíkʔe,jod,
