ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-630-1-1,psi,Proto-Siouan,,sio,630,leggings,*hų́•si,,
pch-630-1-1,pch,Proto-Crow-Hidatsa,,,630,leggings,*itha•ci < *itaha•ci,,
pmv-630-1-1,pmv,Proto-Mississipi-Valley,,,630,leggings,*hųská,,
cr-630-1-1,cr,Crow,crow1244,cro,630,leggings,issaachí,gg[92];dec[17],
hi-630-1-1,hi,Hidatsa,hida1246,hid,630,leggings,ithá•ci,j,
ma-630-1-1,ma,Mandan,mand1446,mhq,630,leggings,hų́•ši,c,
pda-630-1-1,pda,Proto-Dakota,,,630,leggings,*hųská,,
la-630-1-1,la,Lakota,lako1247,lkt,630,leggings,hųská,b[189a],
da-630-1-1,da,Dakota,dako1258,dak,630,leggings,huŋská,r[158b],
os-630-1-1,os,Osage,osag1243,osa,630,leggings,ítsioⁿçka,lf[81a],
