ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
pmv-140-1-1,pmv,Proto-Mississipi-Valley,,,140,third daughter,*síke,,
pwc-140-1-1,pwc,Proto-Hoocąk-Chiwere,,,140,third daughter,*haksí•ka,,
pdh-140-1-1,pdh,Proto-Dhegiha,,,140,third daughter,*síke,,
ch-140-1-1,ch,Chiwere,iowa1245,iow,140,third daughter,haʔθíga,rr,
wi-140-1-1,wi,Hoocąk,hoch1243,win,140,third daughter,"haksíiga, haksigá",km[619],
wi-140-1-2,wi,Hoocąk,hoch1243,win,140,third daughter,"haksiiga, haksigaga",,
op-140-1-1,op,Omaha-Ponca,omah1247,oma,140,third daughter,sigé,,
ks-140-1-1,ks,Kanza/Kaw,kans1243,ksk,140,third daughter,sigé,rr,
os-140-1-1,os,Osage,osag1243,osa,140,third daughter,çíge,lf[30a],
qu-140-1-1,qu,Quapaw,quap1242,qua,140,third daughter,síke,jod,
