ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-327-1-1,psi,Proto-Siouan,,sio,327,sister (3) mSiYo,*i-htą́-,,
pse-327-1-1,pse,Proto-Southeastern,,,327,sister (3) mSiYo,*i-thą́ska,,
pda-327-1-1,pda,Proto-Dakota,,,327,sister (3) mSiYo,*thąk-ší,,
pbo-327-1-1,pbo,Proto-Biloxi-Ofo,,,327,sister (3) mSiYo,*i-thą́ska,,
la-327-1-1,la,Lakota,lako1247,lkt,327,sister (3) mSiYo,thąkší,c,
da-327-1-1,da,Dakota,dako1258,dak,327,sister (3) mSiYo,thąkší,r[458a],
as-327-1-1,as,Assiniboine,assi1247,asb,327,sister (3) mSiYo,thąkši,pas[680],
st-327-1-1,st,Stoney,ston1242,sto,327,sister (3) mSiYo,thąksí,pas,
os-327-1-1,os,Osage,osag1243,osa,327,sister (3) mSiYo,iṭóⁿ’e zhiⁿga,lf[80a],
bi-327-1-1,bi,Biloxi,bilo1248,bll,327,sister (3) mSiYo,táⁿska,ds[272a],
of-327-1-1,of,Ofo,ofoo1242,ofo,327,sister (3) mSiYo,ithóⁿfka,ds[324b],
of-327-2-1,of,Ofo,ofoo1242,ofo,327,sister (3) mSiYo,moⁿ´ni taⁿ´fka,ds[328],
tu-327-1-1,tu,Tutelo,tute1247,tta,327,sister (3) mSiYo,"witañsk, witáŋsk",h,
