ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-876-1-1,psi,Proto-Siouan,,sio,876,elbow (1),*išpá,,
pch-876-1-1,pch,Proto-Crow-Hidatsa,,,876,elbow (1),*išpaxxé•,,
pmv-876-1-1,pmv,Proto-Mississipi-Valley,,,876,elbow (1),*išpa,,
cr-876-1-1,cr,Crow,crow1244,cro,876,elbow (1),išpaxáa,rg;gg[81],
cr-876-1-2,cr,Crow,crow1244,cro,876,elbow (1),išbaxxee,dec[72],
cr-876-1-3,cr,Crow,crow1244,cro,876,elbow (1),iəxpé,l[376],
hi-876-1-1,hi,Hidatsa,hida1246,hid,876,elbow (1),išpaxxé•,handv,
hi-876-1-2,hi,Hidatsa,hida1246,hid,876,elbow (1),íšpa,wm;j,
la-876-1-1,la,Lakota,lako1247,lkt,876,elbow (1),išpá,c,
da-876-1-1,da,Dakota,dako1258,dak,876,elbow (1),iśpá,r[209a],
st-876-1-1,st,Stoney,ston1242,sto,876,elbow (1),įšpá,pas,
wi-876-1-1,wi,Hoocąk,hoch1243,win,876,elbow (1),aicawagera,marino[268],
