ID,Language_ID,Language_name,Language_glottocode,Language_iso,Parameter_ID,Parameter_name,Value,Source,Comment
psi-648-1-1,psi,Proto-Siouan,,sio,648,"knee, lap, thigh",*ši-(r)-ą́te ~ *ši-(r)-ų́te,,
pch-648-1-1,pch,Proto-Crow-Hidatsa,,,648,"knee, lap, thigh",*išú•tE < **išrútE (?),,
pmv-648-1-1,pmv,Proto-Mississipi-Valley,,,648,"knee, lap, thigh",*širą́te,,
cr-648-1-1,cr,Crow,crow1244,cro,648,"knee, lap, thigh",išúuši,rg;gg[94];dec[74],
hi-648-1-1,hi,Hidatsa,hida1246,hid,648,"knee, lap, thigh",išú•tE,j,
hi-648-1-2,hi,Hidatsa,hida1246,hid,648,"knee, lap, thigh",išú•ti,,
pda-648-1-1,pda,Proto-Dakota,,,648,"knee, lap, thigh",*šiyóte,,
pdh-648-1-1,pdh,Proto-Dhegiha,,,648,"knee, lap, thigh",*šiną́te,,
la-648-1-1,la,Lakota,lako1247,lkt,648,"knee, lap, thigh",šiyó̄to,b[464a],
la-648-1-2,la,Lakota,lako1247,lkt,648,"knee, lap, thigh",šiyū´te,b[464a],
la-648-1-3,la,Lakota,lako1247,lkt,648,"knee, lap, thigh",śiyóte,r[445b],
da-648-1-1,da,Dakota,dako1258,dak,648,"knee, lap, thigh",śiyótȯ,r[445b],
op-648-1-1,op,Omaha-Ponca,omah1247,oma,648,"knee, lap, thigh",shinoⁿ´de,flf[109],
ks-648-1-1,ks,Kanza/Kaw,kans1243,ksk,648,"knee, lap, thigh","šíyąǰe, šiyą́ǰe",rr,
os-648-1-1,os,Osage,osag1243,osa,648,"knee, lap, thigh",shinoⁿ´dse ~ shithoⁿ´dse,lf[131b],
qu-648-1-1,qu,Quapaw,quap1242,qua,648,"knee, lap, thigh","šiną́tte, šinǫ́tte",rr,
bi-648-1-1,bi,Biloxi,bilo1248,bll,648,"knee, lap, thigh",tcinañkí,ds[264a],
bi-648-2-1,bi,Biloxi,bilo1248,bll,648,"knee, lap, thigh",tcinantá waxehĕ´,ds[264a],
